passage.number,passage,annotator
192,"And there we had fine scope; it brought my hand pretty well in for the service in this country. But, come, as you are to be a bon camerado, as the Spaniards say, I must put you in cash with some of your old uncle's broad-pieces. This is cutter's law; we must not see a pretty fellow want, if we have cash ourselves.” Thus speaking, he pulled out his purse, took out some of the contents, and offered them to Henry without counting them. Young Morton declined the favour; and, not judging it prudent to acquaint the sergeant, notwithstanding his apparent generosity, that he was actually in possession of some money, he assured him he should have no difficulty in getting a supply from his uncle. “Well,” said Bothwell, “in that case these yellow rascals must serve to ballast my purse a little longer. I always make it a rule never to quit the tavern (unless ordered on duty) while my purse is so weighty that I can chuck it over the signpost.A",alex
193,"“Only think,” said the Jew, shrugging his shoulders, and stretching out his hands, “only consider. You've done what's a very pretty thing, and what I love you for doing; but what at the same time would put the cravat round your throat that's so very easily tied and so very difficult to unloosen—in plain English, the halter!” Mr. Bolter put his hand to his neckerchief as if he felt it inconveniently tight, and murmured an assent, qualified in tone but not in substance. “The gallows,” continued Fagin, “the gallows, my dear, is an ugly finger-post, which points out a very short and sharp turning that has stopped many a bold fellow's career on the broad highway. To keep in the easy road, and keep it at a distance, is object number one with you.” “Of course it is,” replied Mr. Bolter. “What do yer talk about such things for?”",jessica
194,"I have a consciousness of power, which is power; and if I cannot be happy, I will be great."" ^' But, my dear Helen ! "" said I : she inter- rupted me at once, and the feeling that had lent such dignity and spirit to her expression, changed to one of perfect playfulness. ^' Now, my dearest Nobody ! you must not put on your preaching face, and tell me truths and facts ; I know what truth is, though my staple commodity is fiction, and facts are hard, immouldable things ; nothing can be done with them ; turn them which way you will, there they are, and there they will remain. If I had not felt that I deserved all you were going to say, I would have discovered ray retreat and my plans to you long ago ; but I should starve were 1 to practise truth ! "" I saw she was ex- cited, and thought I would endeavour to change the subject. "" Your father, dear Helen '' *^",svenja
195,"Which, laid on an eye, that grieves. Shows each sprite of grove, or rill. "" Three hazel- wands peel smooth and white. Just a twelvemonth old — no more ; Thrice on each wand the full name wnrite Of the Fay you would implore. '' Then in earth these wands consign ; In earth, that elfin footsteps tread.",matt
196,"George had come forth from Sir Simon's, having learnt what he, Trace, was then in blissful ignorance of. "" Why did you urge Paradyne to give up to me ? "" he asked of Mr. Henry. ""Knowing me now for Mr. Paradyne's son, you will understand how heavily that past calamity, entailed upon you, has lain on me. If I could but have wiped it off ! I was always thinking ; have atoned for it in any way ! And I could do nothing. It was but a slight matter for George to withdraw from the Orville.",mark
197,"You liave been in the wrong, young man,"" he then said, addressing himself to his kinsman, who now seemed overwhelmed vv^ith confusion ; '' and I desire you m411 not only apo- logise to this youth for your beha- viour, but, by presenting him the rich bauble you wear upon your finger, atone, in -some measure, for the wrong you have done liim."" *^ You are unjust, my Lord T' ex- claimed the Marchesa, dartijig a l6ok of contempt towards her husband, and ,yoL. Ill, L another another of fury at mc ; ^^ rather ought you instantly to command your people to bind and chastise the insolence, which dared even retort upon a branch of an illustrious family."" *' Give him the rins:, instantly!"" jcturned the Marchese.",alex
198,"When they met, he behaved to her with his usual easy freedom; but devoted himself to Lady Jane, who was uncommonly gay and agreeable. Lord Splendormore, who had been expected the evening before, was not yet arrived i9or were Sir John and his bride. CHAPTER VI. A disaster, an ariival^ and the es- planade. The next day, the Earl and Countess of Loughmead, with Lady Ellen, dined at Rockalba Castle, and just as the des- sert came upon table, Sir John Hazard was announced. He entered with a mord serious look than common, and Lady Loughmead immediately asked, in a F 2 voice voice of apprehension, why her' son - was not with him. ""His Lordship will be here in the evening ; he is coming in a post-chaise.",jessica
199,"Expect me in three or four days ; but oh, Catherine ! if within this time I should not fulfil my promise, think not hardly of me — and now farewell, my own ! — one parting embrace I "" She flung herself into his arms. ""Oh, tell me again, Frederic; renew the assurance that our next interview terminates this suspense which is destroying mc. Nay, even now let me know this seeret ; for the most piercing anguish were better than delay, however brief! "" exclaimed she, in a voice broken by deep sobs.",svenja
200,"1 Belongs to gentlefolks if ever a bairn did f — ' More like a little lord, wi' his fine clothes, and those fearless eyes of his, like a lion's !' 'How came he here, though, on the sands, by himself?' was a very general question; and the query was one which it was easier to ask than to answer. Clearly, no relative, no friend, no servant was in sight, either on shore or cliff-crest, whose presence could account for that of the solitary child. It really was as though the tiny creature — he could not have been more than four years old — had dropped from the sk} T upon that bleak and desolate beach. How came he here ? To whom did he belong ?",matt
201,"‘Well—never mind; don't grieve,’ said Jude generously. ‘I did suffer, God knows, about you at that time; and now I suffer again. But perhaps not so much as you. The woman mostly gets the worst of it in the long run!’ ‘She does.’ ‘Unless she is absolutely worthless and contemptible. And this one is not that, anyhow!’",mark
202,"'' "" Mr. Castellani's operas were popular in Italy, were they not?"" ""For a time, yes; but the Italians are as capri- cious as we are dull. Cesar tells me that his father's operas have not held the stage."" "" Were they fashionable in your time, aunt, when you were studying music at Milan ?"" ""Yes, they were often performed at that time. I used to hear them occasionally."" """,alex
203,"That the nob left ufe v/e can make of under ) anderftaiiding is to convert it into hap- pinefs ; and that every talent which does not conduce to that great end,- ought rather to be confidered as a burthen than a. bleffing to the poflelTor. — That the mind,. 1 like the eye^ ever magnifies the objeft of ■ fear or averfion, which often, on a ftrid: I -examination, excites no other fentiment j than contempt.",jessica
204,"sooner shall fire and water unite, than I with Mary LesUe ! Have I not told you again and again, another has my love, and would you have me devote myself to misery ?"" *^ No, by heaven ! 1 blame you not,'' Essex answered, ^' yet one chance seems still to re- main ; have her to court, man ; she will see more to attract her here than buried in Scot- land ; some lucky chance may yet deprive you of your bride."" "" Marry, you counsel well,"" Tracy said, his countenance brightening, "" but enough of this idle chat. I had rather ask you, my Lord, what of the expedition towards Spain ? have you determined the plan ?*'",svenja
205,"But that is not all : she has left the whole of her fortune to le pere Maubois ! This is, indeed, a heavy blow ; and pauvre Florestan and I are nearly overwhelmed by it. I have long expected that she would have bequeathed a considerable portion of her wealth to her Jesuitical confessor; but, that she would leave him all, never entered into my mind. The only legacy I have received is a letter filled with reproaches for my extravagance and errors, and an exhortation to turn from my evil courses ere it be too late. My liaison with the due she stigmatises as a crime of the deepest die, meriting opprobrium here^ and perdition hereafter. In short, never was there such an epistle. It is, however, well calculated to preclude any very deep regret for the writer ; though it prevents not my chagrin for the loss of my fortune.",matt
206,"Montrose shrugged his shoulders. “And, like true champions in romance,” he said, “you have agreed, that you are both to worship the same mistress, as idolaters do the same image, and that neither shall extend his pretensions farther?” “I did not go so far, my lord,” answered Menteith —“I only said in the present circumstances,— and there is no prospect of their being changed,— I could, in duty to myself and family, stand in no relation to Annot Lyle, but as that of friend or brother—But your lordship must excuse me; I have,” said he, looking at his arm, round which he had tied his handkerchief, “a slight hurt to attend to.” “A wound?” said Montrose, anxiously; “let me see it. —Alas!” he said, “I should have heard nothing of this, had I not ventured to tent and sound another more secret and more rankling one, Menteith, I am sorry for you—I too have known—But what avails it to awake sorrows which have long slumbered!” So saying, he shook hands with his noble kinsman, and walked into the castle. Annot Lyle, as was not unusual for females in the Highlands, was possessed of a slight degree of medical and even surgical skill.",mark
207,"^ And, as Signora Soranzo requires exhi- laration for her spirits, I suppose I must de- fer all plaintive strains until she requires saddening/* said Angelina, smiling and tak- ing up a lyre ; as Elouisa made no effort to resign the harp. The vocal powers of Angelina's mother had been justly celebrated through Italy ; and her father, in tracing every tone of that mother's voice reverberated by her child's, as from year to year each sound of melody expanded, had discovered them with rap- ture, and hailed them with ent^iusiastic, yet sad, applause. Instruction of the first order was early called in to aid this sweet and captivating gift of nature. Angelina prompt- ly saw how earnest was her father's wnsh that she should excel in this accomplish- ment ; and that was an incentive to propel her to every exertion for pre-eminence, and her success soared even beyond her own fondest hopes, her father's most highly form- ed expectations. She, therefore^ well knew how far she could excel Elouisa's attempt ; yet good-naturedly turned from the invidi» «usness of comparison in a bravura song^",alex
208,"CHAPTER II. The weck has gone, and now it is the night before Christmas. In her cold and cheerless room, the mother of Jo and little Tim is sitting, thinking sadly that her little boys Christmas this year will not be a very happy one, when a loud knock at the door makes her start. "" Can it be that Santa Claus has remem- bered my darlings ? "" she said to herself, half laughing. She opened the door quickly, but no per- son was to be seen. She was just going to close it again, when she thought she saw some large object on the step.",jessica
209,"To the eyes of Charles of Montsoreau and his companions these indications wanted no explanation, nor was any consultation necessary; for it was evident that there was but one thing to be clone, namely, to endeavour to force a passage through this little advanced party of the reiters before the main body could come up. "" Quick to the side of Maitre Henri,"" ex- claimed Charles of Montsoreau, speaking to the page. "" You, Gondrin, too, attach yourself to him. Leave nothing undone to secure his escape ; and now forward, my men ! Upon them ! "" He turned one anxious glance round in the direction of his newly acquired companion ; but saw — with some surprise, perhaps — no- thing but a calm, unperturbed smile on his countenance. Maitre",svenja
210,"Don't you see? "" This was the answer — "" Furvoket much at my rude tongue, A dish hrath at me he vlung. Which so incensed me to wrath, That I up an hnack un instantly to arth. Diddle-diddle ! '' "" As for your Princess Sheila, I firmly believe you have some romantic notion of marrying her, and taking her up to London with you.",matt
211,"No fear of my forgetting it, my darling,"" he replied, as he fondly pressed her in his arms. "" I shall think of you both night and day, until we meet again. But meanwhile, what have I to give you in exchange ? There is nothing but my watch, and I shall want that on the voyage."" "" Hast thou not given me everything ?"" she answered, hastily, "" art thou not my very own ? Tell me so, Gor-don, before we part, say that thou art, wholly and irre- vocably mine, that no other woman can ever come betwixt thee and me, and for awhile I will be content to lose thee."" She gazed into his face, anxiously waiting his reply, with straining eyes that seemed as though they needs must wrest the truth from him.",mark
212,"What visits shall we pay this autumn ? "" pursued Mrs. Hardfast reflectively; ""Let me see, this is the end of September, everyone has returned from the seaside or foreign baths ; I'm glad we saved our money and did not go there, for a campaign in country liouscs is your best chance now; you phi}^ tennis splendidly, and your figure can stand those flannel gowns which are so dreadfully unbecoming. You mustn't get any stouter though, my dear, your bust is quite full enough, and at your age stoutness detracts from a youthful appearance."" ^' My age ! "" said Maud.",alex
213,"Dost thou not fear God?"" said the meek but undaunted Noble, with a firm voice and unshrinking mien. "" Dost thou not fear God, that thus thou comest to his holy temple ? To what manner of man was it told, that it were better for him a millstone were tied about his neck, and he cast into the sea, than that he should offend one of these little ones ? I tell thee, the angel of that helpless babe doth, even now, behold the face of his Father, which is in heaven, and beareth witness against thee. — Go forth. I myself will follow thee, whithersoever thou wouldest, be it to judgment or to death; but this hoof-clatter in the courts of the Lord is a most abominable sin."" """,jessica
214,"Think, he is going away to war,"" implored Gertrude, clasping her hands. "" I can give no consent to this,"" repeated tlu^ General, standing up. ""I would rather hear no more on the subject. If you choose to disobey me, Gertrude, you are of age, and can do so, that is all I have to say."" He did say no more, but waved his hand to signify that further talk was useless, and walked out of the room. Mrs. Corrington heard him shut the door of his study. """,svenja
215,"She opened several. In one room she was frightened by a bat, which had very nearly put her candle out. She went on a little, paused, and began to lose heart in the dismal solitude, when on a sudden, a few doors farther on, she thought she heard Madame's voice. She said that she knocked at the door, but receiving no answer, and hearing Madame still talking within, she opened it. There was a candle on the chimneypiece, and another in a stable lantern near the window. Madame was conversing volubly on the hearth, with her face toward the window, the entire frame of which had been taken from its place: Dickon Hawkes, the Zamiel of the wooden leg, was supporting it with one hand, as it leaned imperfectly against the angle of the recess. There was a third figure standing, buttoned up in a surtout, with a bundle of tools under his arm, like a glazier, and, with a silent thrill of fear, she distinctly recognised the features as those of Dudley Ruthyn.",matt
216,"My God ! ' he exclaimed, shuddering back from the kisses she was laying on his pale lips, ' this is more than I can bear ! Show me your way of escape, Sybil ; I will take it if I can.' ' Tell me the story of this mother and child,' she answered with desperate abruptness, ' and give me leave to clear your character in Mr. Helstone's eyes.' She withdrew herself from him as she spoke, and sank down again in the chair she had quitted, still keeping her eyes upon his face. Its expression of restrained feeling baffled her. She added, after a moment's pause, seeing that he remained silent ; ' There is no other alternative, Julian.",mark
217,"No, no, my conscience won't allow me !"" remonstrated the young viscount, waiving his hands and head ; — "" these people are intoxi- cated!— and since there is no Father Mathew in Sic — Sic— Sicily to repress so beastly a vice, and bring them to a sense of their sit — situa- tion, — I feel called upon to address them."" His intentions were luckily circumvented by the sudden whirr of a rocket cleaving the air, to afford a signal, by its falling stars, to the city, that the doors of the cathedral were thrown open, and the various confraternities and companies issuing forth in solemn proces- sion, with the reliques of their several saints. More hurry, — more noise, — more music, — more laughter ; — and amid the general uproar, we reached the chief street, the Strada del Cassaro, illuminated throughout its length with a profusion of lamps sparkling on lofty pyra- midal stages. Already, the various processions were pa- rading their shrines, and banners, and pas- toral ornaments of gold or silver, in solemn progress in honour of Palermo's darling saint; — and as soon as the gradual restora- tion of Lord Hebberston permitted, the duke made the best of his way into the cathedral, the illumination of which would have better become a ball-room, than that sacred dome. Chandelier above chandelier, — girandole above girandole, diffused an all-dazzling light in the lofty choirs; exhibiting in rich relief the lacelike carvings of white marble, the stately tombs of porphyry and marble, and 10 the eighty columns of oriental granite sup- porting the roof. How strangely would this midnight blaze of day have startled the Normans, who super- posed on a Saracenic mosque that gorgeous temple of Christianity ! —",alex
218,"By ttioee who observed her emotion it was s posed to be occasioned by the agitalion of mind im ■which-tfci'danger of the queen had Ihrowti ] added to^the oppression of the beat eameil'1^ iHl cn>wd of persons which filled the apaitment, anl abe WQ8 diiedtly remQ\>ed from rt into pur»r 4ir.'' Edward saw-at<his entrance Iwt one object,' ' that was thti <in8en. \Mtb a modest expres^ott i Iho sattsfaotion which glowed in his heart b^mN from his eresy he advanced' ttytrardi; the spot M-h she was awaiting liis approach, 'and siAVle tyitdtt'-l right knee beforefKr.' '""'■ ''■■ Elizabethrdsedbim iKithh^rWira hand fimWli poiilura of JiuiniliacionL' -and, adtompanjiag irards with aBtnileof'thfr moBt affable henigAit ahe said — "" WoidE laeve K wcttk expreaaiati oftt gratitude with Which myheert^Miti^'fd^ T64^ loy< alty ; ask of mc any boon as the rccouipeuMf VT yff^ "" *>e«9'iw>«»wed,M arms; permit me now to i estwiih^ifriUbf ac^^fiifi)^ """,jessica
219,"C'é- taient là des sujets de réflexions si graves et si tristes, que Tom ne put de toute la nuit fermer les yeux. Mais c'était sur- tout sa propre violence qui faisait horreur à l'esprit généreux de Tom; en la rapprochant de plusieurs sujets de peine qu'il avait causés autrefois à M. Pecksniff (et que, par parenthèse, ce gentleman lui avait plus d'une fois reprochés), il commença à croire qu'il était appelé par un mystérieux destin à être le mauvais génie, le mauvais ange de son patron. Enfin pour- tant il s'endormit et rêva (nouveau motif de chagrin au ré- veil) qu'il avait trahi son serment et s'était enfui avec Mary Graham. Il faut reconnaître que, soit endormi soit éveillé, Tom se trouvait dans une position tout à fait difficile à l'égard de cette jeune fille. Plus il la voyait, plus il admirait sa beauté, son intelligence, les aimables qualités qui lui gagnaient les cœurs, même dans la famille si divisée des Pecksniff, et qui, en peu de jours, avaient rétabli de toute façon un semblant d'harmonie et de tendresse entre les deux sœurs courroucées. Quand elle parlait, Tom retenait son souffle, tant il l'écoutait religieusement; quand elle chantait, il restait comme en ex- tase. Elle avait touché son orgue ; et depuis cette mémorable époque le vieil instrument, compagnon de ses plus heureux jours, qu'il n'eût pas cru capable de mériter un tel honneur, inaugura pour lui une nouvelle et divine existence.",svenja
220,"How could I suspect a man so reli- gious ?"" "" Reeleegious — reeleegious, indeed, why do ye not ken that it is the reeleegious folk that are the greatest scoondrels."" "" I know that is the prevalent opinion, but the truth of it I have never examined, and, except in this one instance, have never expe- rienced."" "" Mr. Huntingdon's proceedings of late were open to every body in the hoose."" "" I depended on Huntingdon from Mr. Roberts's character of him — the old man had employed him many years, and had assured me that he examined his accounts every day, and never found him in the least fraudulent."" M I should just like to ken, how the de'el any mon could have an opportoonety to be fraudulent whose accounts were examined every day — I believe you never examined his accounts at aw."" This simple and obvious truth, had never occurred to Mr. Howel before, his blindness to it had been his ruin, and it now came so for- cibly upon his mind, that he struck his fore- head in agony. "" Haud yor hond, baud yor hond, Mr. Hooeel, you will find mickle good in going on in sic uncoo ways ; I did not mean to hurt your feelings, Sir, aw may be weel yet ; come, Sir, you don't do honor to my Fairintosh, and there is na other body this side the Tweed but yoursel, should have a sip of it— take another glass, Sir, take another glass."" """,matt
221,"such brute beasts ! such stocks ! such stones ! that here we go on from day to day, enjoying the life he gives us, eating the bread and meat he gives us, drinking his good refreshments, resting upon his warm beds, and so on. . . . Every day, and every day, and every day — and who among us, I, most espe- cially for one, ever thinks, except maybe by scuttling through a few rigmarole words — ever thinks, I say, of thanking Him for it — of lifting up a warm, honest heart, of true real thanking, I mean ""i Of loving Him the better, and trying to serve and please Him the better — when he, great and powerful as He is — Lord of all the lords, emperors, and kings, that ever wore crowns and coronets in this world — condescends to let us thank Him, to like us to thank Him, and to take pleasure in our humble love and service !"" He paused — every eye was fixed upon the speaker. """,mark
222,"THE HEAD OF THE FAMILY. A Novel. AGATHA'S HUSBAND. By the Author of * John Halifax, Gentleman.' OLIVE, A Novel. By the Author of ' The Head of the Family.' THE OGILVIES.",alex
223,"1£ the little chap lives he should go with us — what do you say ? ' ' As I have said before ; that it is the only way back to peace and honour, if you have courage enough to pay the penalty/ The words were spoken almost mechanically, and the other looked in his face and uttered a low mockins^ laus^h. ' I am scarcely the dupe you take me for,' he said ; ' if you really thought I spoke in good faith your shame and terror would be tenfold mine. You would urge me for our mother's sake to save the name you bear from public disgrace, and double your bribes for my expatriation. Own it ! You have married lately — was that an honourable thing to do ? ' '",jessica
224,"He had awoke from his first bewilderment, and began to un- derstand vaguely that everything was not going to be easy for him as he had once thought. "" You see I /lave spoken to her,"" he said. *' You frighten me horri- bly ; but then it is of no use considering what you would have done in a totally different case."" The Duchess sighed and shook her head. *' That is what I should have thought It my duty to say, in view of all the pain and confusion that are sure to follow.",svenja
225,"He was avowedly an Irishman and a Romanist. I was prejudiced against the one — I was bigotted against the other ; and my aver- sion towards General Sarsfield became uncon- trolable-and unbounded. It was possible that time or a more intimate acquaintance with his character might have in- duced me to alter the feelings which unfavour- able first impressions had given birth to; but an incident occurred which fatally confirmed our mutual enmity. I was proud and tenacious of my manorial VOL. I. G rights. A pheasant having wandered from my preserve, was inadvertently shot by the gene- ral's favourite servant in his shrubbery.",matt
226,"Amidst the harvest of death appeared a new portent. Men and women, who lightly rejected the Lord of life, threw away life itself as being no longer worth retaining, — a mere burden, to the endurance of which their philosophy, classics, and Jean Jacques brotherhood could not recon- cile them. The nobles, robbed of supremacy and privilege, did not die with a more cynical indifference or a more reckless defiance than did the philosophers and the women of sentiment. They thrust their walking-swords into their breasts like Roland, swallowed poison in prison like Con- dorcet, shot themselves like Barbaroux, or leaped madly into the Loire and the Rhone after their murdered relatives. In this cowardly fashion they cut the Gordian knot which perplexed them. Even the good men and women of France, who could not look upon life and death -with sneering contempt, came to regard them with dull apathy.",mark
227,"She fnatched the plant eagerly from my hands, faid the pilgrim, and, having viewed it with earneft eyes, exclaimed, I fhall be happy j this is indeed the plant which which the Egyptian defcribed tQ me. Let us inftantly prepare it for the ufe to whkh I deftiny it. So ^ying^ ihe took a mortar, which the old woman had in read!-' nefsi in this, with her own fair hands, fhe pounded the fatal vege« table, the charm, as it were, on which her happinefs was to de-< pend. It yielded half a pint of a thin, whitifh liquor^ which fhe carefully poured iqto a phial* Here, Chriftian, iaid fhe, guard this, as you would a treafure : to- night a banquet will be given in the Alhambn^ to whicli Abdouli* nunati md all die nobles are .tQ« yited.",alex
228,"Thus did the demons of despair Her wildered sense to madness strain, Thus did her impious clamours dare Eternal Wisdom to arraign. She beat her breast, her hands she wrung, Till westward funk the car of light, And countless stars in air were hung To gern the matron weeds of night. Hark! with high tread, and prancings proud, A war horse shakes the rattling gate : Clattering his clanking armour loud, Alights a horseman at the grate: And, hark !",jessica
229,"If I am to do this—and I don't half like it—I do it to serve you, although how it is to serve you is an impenetrable mystery to me. If you put it upon any other grounds, you must look elsewhere. I'll give my name cheerfully to oblige a friend—but I'm not the man to sell it for a consideration.” “You will acquit me,” replied Rawlings, “of intending what I said in that sense.” “Oh! of course—of course,” returned the captain. “The fact is, it is you who place me under an obligation, and I am willing to accept it from you upon no other condition than that you will command me in any way I can serve you in return.",svenja
230,"""I'm exerceesed i' my min','' he said, as soon as they were clear of the stragglers, "" aboot the turn things hae taen, doon-by at the Barn."" "" They tell me there 's some gey queer customers taen to haudin' furth,"" returned Malcolm. "" It 's a fac',"" answered Peter. The fowk '11 hardly hear a word noo frae ony o' the aulder an' soberer Christi-ans. They haena the gift o' the Speerit, they say. But in place o' steerin' them up to tak hold upo' their Maker, thir new lichts set them up to luik doon upo' ither fowk, propheseein' an' de- nuncin', as gien the Lord had committit jeedgment into their han's."" ""What is 't they tak haud o' to misca' them for?"" asked Malcolm.",matt
231,"Dorian Gray listened, open-eyed and wondering. The spray of lilac fell from his hand upon the gravel. A furry bee came and buzzed round it for a moment. Then it began to scramble all over the oval stellated globe of the tiny blossoms. He watched it with that strange interest in trivial things that we try to develop when things of high import make us afraid, or when we are stirred by some new emotion for which we cannot find expression, or when some thought that terrifies us lays sudden siege to the brain and calls on us to yield. After a time the bee flew away. He saw it creeping into the stained trumpet of a Tyrian convolvulus.",mark
232,"He is a liar,"" observed the tall man; "" give him rice indeed ! here is something would suit him better"" (taking up one of the pistols) — at which the short man laughed most heartily. I began to augur that no rice would now fall to my share, and I sat suffering the torments of hunger, until the two fellows had finished their repast. The tallest man, having washed his mouth and cleaned his white teeth, approached me as I sat on a stone in the doorway, looking down upon me as he would do upon a reptile which he had half a mind to trample upon out of sheer wantonness. I did not dare to raise my eyes to gaze on this for- midable personage, but sat perfectly silent, suffering the keen pangs of hunger. After some time had elapsed, the fellow said, "" Who are you, and what is your business at Asseerghur?"" This was indeed a per- plexing question ; I knew if I told the real truth my life would be in danger, if these men chanced to be connected with Trim- buckje's schemes ; and if I replied I had no business there, I should be looked upon with suspicion : if I made myself a person of no consequence, I should be despised; and if I made any pretensions, I should be deemed a liar with very good reason.",alex
233,"I shall need all your help."" My dear Anne laid herself down, and smiled her sweet smile of content. She loved to think herself of use, and as for me, I loved to make her smile. *^ I must find my spectacles, Anne. It is some- what humiliating to find these vastly extolled eyes being reduced to spectacles — is it not, my dear f Anne gave me one of her fond looks, that spoke more to me than all the love and admiration of younger days. I prized them then the most.",jessica
234,"Good Lord ! what will that poor child say to the news of the war ? She is too tender for such times as these."" "" Yes ; she will not be so full of gay excitement as Mistress Anne Barrington,"" said Dick, stealing; a glance at his brother. "" Were we all chopped into mince-meat she would but say that it made life like a romance."" Joscelyn shrugged his shoulders. "" The novelty of war will soon wear off, and she will long for peace, or perchance, while the rest of the world is fighting, she will marry some cathedral dignitary."" """,svenja
235,"I could deem that they had power to sanctify my words ; and I almost — yes, I do — dare to say, God bless you! and farewell! « R. Arden."" Francesca's tears fell fast upon the scroll, and some time elapsed before either could speak. Guido was the first to break the silence. "" What a vain dream it is,"" exclaimed he, "" which we call life ! First comes the fever, and then the exhaustion.",matt
236,"The rest of the day passed with us all very pleasantly, and our conversation had principally to do with the progress of art and literature in many lands, and maintained itself equably on the level of mundane affairs. Among other things, we spoke of the Spanish violinist Sarasate, and I amused Heliobas by quoting him some of the criticisms of the London daily papers on this great artist, such as, ''J7e plays pieces which, thotigh adapted to show his wonderful skill, a7^e the veriest clap-trap ;' ^' He lacks breadth and colour;' ^^ A true type of the artist virtuoso'' etc., etc. '* Half these people do not know in the least what they mean by ' breadth and colour' or ' virtuosity ^ said Heliobas, with a smile. "" They think emotion, passion, all true sentiment combined with extra- ordinary teclmique, must be ' clap-trap.'",mark
237,"The particulars of this deed of hor- ror were widely circulated ; and as an accurate knowledge of the facts was of the deepest interest to the near kinsman of the victim Isabella, he and his mili- tary friend advanced towards the spot; the pursuer having first made a merit of circumstances, by writing to Flora, that he had repented of that purpose of revenge from which she had formerly dissuaded him ; dwelling largely upon the thankfulness which he himself felt, that the stain of blood in a private, though justifiable cause, was not on his hand. As Castlecreaghy was on tlie conti- nent at any rate, and as his mind was at ease, both upon the ground of the immorality of fighting, and the ridicule of not fighting, he resolved to examine the country for a few days. For this purpose, he and his friend agreed to journey together, both for the sake of companionship, and because the laird^s French was a little the worse, not for the wear, but for the want of it. In the course of their peregrinations, they had occasion to pass through a small village, in a remote part of the Hainault, and as the day was Sunday, they resolved to attend church. The church was small, and the worshippei's few, though very devout and orderly in their conduct. The priest made his appearance. He seemed as if both Time and Death had forgotten him.",alex
238,"But she had enough of the business for this day ; so with a few more sweet words and recommendations to Mabel not to gener herself in asking everything neces- sary to make Miss Jones comfortable she took her leave. The Doctor came the next day, as he had promised, and every day for many weeks longer. He was paid by the year for attending the school, so his visits cost no extra charge, and her pupils took care that no comfort should be wanting to ensure their teacher's recovery. It was slow, and for a long time doubt- ful ; but in the midst of her sufferings there came to Miss Jones new and unsuspected revelations of love and gratitude that glad- dened her heart, and sweetened the bitter cup she was drinking so resignedly. From her English pupils she had always met with respect and consideration, there was nothing very strange in their redoubled kindness now that she was ill and espe- cially dependent on them ; but that those rough, unruly French girls who had spared no pains pour lui /aire la vie dure as they expressed it, should come flocking at all hours, full of affectionate anxiety, to inquire for her, this was more than she had looked for. With all their thoughtless turbulance, they were kind and tender-hearted. It was fair game to turn Miss Jones' phrase- ology into ridicule, and to mimic her peculiarities.",jessica
239,"Vilk/-;' said Montgomery. '^ Or me/' sa^d JVJ§-.: ry, with earnest s^implicity.^.^j^.^^^^^.^r^^^ *^ Neither of you shall st^r^^aniir^^h;^ for m.ej' said Mrs. Deborahj j^v^ ,,.. t^ "" ph! hy X!fi ^m^^r^ s^d^JJ^ss;; Moreton. . /, ,^..^^ .^,,,_.^ .^^ ^.-,^ "" Nq, no, we^jH,se^jif, yo^ ga^pH - for price sit uprigh):, Ijkp q, . buiTiaiji^ ^^t ing/' saidMfcs. ^eb|orah..^^«*V/)y'il b?' your supporter !"" VOL. r.",svenja
240,"His sloAV, quiet, yet firm footfall was known amongst those animals as well as their mas- ter's or Edgar Adelon's, and at two or three hinidred yards they had recognised it. After a moment's consideration, Filmer rang the bell gently, and the next instant Olive himself appeared with a light in his hand. He was fully dressed, and his face was grave and composed. "" Ah, father,"" he said, as soon as he perceived w^ho his visitor was, "" this is kind of you. Come in. Helen has not gone to bed yet."" "" I am glad to hear it, my son,"" replied Filmer, "" for I want to speak a few words with you both.""",matt
241,"I never remember being as fond of any woman as I was of her. Matter of sense in reality, no doubt. Matter of intellect and taste as well, I nattered myself at the time. At all events I was in a very abnormal condition under her influence, as the sequel will show. The crisis came on in this way. We arrived one afternoon at Mainz, with the intention of sleep- ing there, and going down the Rhine by boat to Bonn the next morning, and McEwan and I privately made up a list of the phrases the painter would use about the scenery, and the castles, and the Lorelei and all the bag of tricks. McEwan had come into a lot of money, but was dressed like a tramp as usual, and was entertaining when he had something to drink, though I fancy he was a little victimised by the young woman Nellie, too.",mark
242,"He flung across, and stood yearning down upon her, the words breaking from him in gasps. "" I wish you were steeped in humiliation so that humanity shrunk from you, do you hear that ? . . . I wish you were an outcast, and a beggar, for I should love you then, and then you would understand my love ! ... I should want you if you were maimed, ... I should want you if you were blind ! By the spirit of my dearest Dead if your touch were leprous I'd wind your arms round my neck, and love you into the grave.",alex
243,"By Mrs. HuxGERFORD. AuthoF of "" Mollj Bawii."" LAXDIXG A PRIZE. (6th Edition.) By Mrs. Edward Kennard. A CRACK COUNTY. (5th Edition.) By the same Author.",jessica
244,"But he noticed with the quick eyes of love that her hands burnt as if with fever, that her usually pale face was flushed and hectic, and that her parched lips were dry. He noticed, too, when he took her in his arms and drew her to his breast with that tenderness, that infinite yearning of the unloved seeking to gain what is denied, that she visibly shuddered and drew her- self away as if she had been stung. He did not let her see what pain this mute repulse gave him. As gently, as tenderly as he had taken her did he now relinquish her ; but over all his inner being came the deadly sickness which men call despair — that anguish of impotent fury which would revenge itself if it could, and which cannot find the object. VOL. II. U CHAPTER XIX.",svenja
