"Filename","Title","Author","Date","Nationality","Source","OCR_Score"
"49.txt","The life of John Buncle, esq., by Thomas Amory..","Amory, Thomas","1825","British","Chadwyck",0.9499
"490.txt","A good match, The heiress of Drosberg, and The cathedral chorister ..","Chatterton, Lady Georgiana","1840","British","Chadwyck",0.9485
"491.txt","Aunt Dorothy's tale, or, Geraldine Morton : a novel","Chatterton, Lady Georgiana","1837","British","Chadwyck",0.952
"492.txt","Country coteries","Chatterton, Lady Georgiana","1868","British","Chadwyck",0.9412
"493.txt","Life and its realities","Chatterton, Lady Georgiana","1857","British","Chadwyck",0.957
"494.txt","The lost bride","Chatterton, Lady Georgiana","1872","British","Chadwyck",0.9544
"495.txt","The reigning beauty","Chatterton, Lady Georgiana","1858","British","Chadwyck",0.9536
"496.txt","The Battle Of Dorking: Reminiscences of a Volunteer: From Blackwood's Magazine May 1871","Chesney, George Tomkyns","1871","British","Chadwyck",0.9829
"497.txt","A brilliant woman","Chetwynd, Henry Wayland Mrs.","1892","British","Chadwyck",0.9687
"498.txt","Mrs. Dorriman : a novel","Chetwynd, Henry Wayland Mrs.","1886","British","Chadwyck",0.9696
"499.txt","Three hundred a year: a novel","Chetwynd, Henry Wayland Mrs.","1866","British","Chadwyck",0.9566
"5.txt","Antipathy, or, the confessions of a cat-hater","Ainslie, John","1836","British","Chadwyck",0.9535
"50.txt","Caprice; or, Anecdotes of the Listowel family. An Irish novel","An Unknown","1824","British","Chadwyck",0.9433
"500.txt","A Romance of the Republic. (1867)","Child, Lydia Maria Francis","1841","American","Chadwyck",0.9759
"501.txt","Hobomok (1824)","Child, Lydia Maria Francis","1841","American","Chadwyck",0.9715
"502.txt","Philothea (1836)","Child, Lydia Maria Francis","1841","American","Chadwyck",0.9662
"503.txt","The Rebels; or, Boston before the Revolution (1825)","Child, Lydia Maria Francis","1841","American","Chadwyck",0.9702
"504.txt","Diana Tempest","Cholmondeley, Mary","1893","British","Chadwyck",0.9723
"505.txt","Sir Charles Danvers","Cholmondeley, Mary","1889","British","Chadwyck",0.9706
"506.txt","A prodigy : a tale of music","Chorley Henry Fothergill 1808 1872","1866","British","Chadwyck",0.9512
"507.txt","Roccabella : a tale of a woman's life","Chorley Henry Fothergill 1808 1872","1859","British","Chadwyck",0.9536
"508.txt","Sketches of a sea port town","Chorley Henry Fothergill 1808 1872","1834","British","Chadwyck",0.9558
"509.txt","Sarah, a survival","Christian Sydney","1894","British","Chadwyck",0.9673
"51.txt","The three paths, or, Truth, vanity, and profession","Anderson Mrs Caroline Dorothea","1852","British","Chadwyck",0.9475
"510.txt","Lady Laura : In three volumes","Christie Mary Elizabeth 1847 1906","1880","British","Chadwyck",0.9664
"511.txt","A life's atonement : a novel","Christie, Murray David","1880","British","Chadwyck",0.9678
"512.txt","By the gate of the sea : in two volumes","Christie, Murray David","1883","British","Chadwyck",0.9475
"513.txt","From the plough to the pulpit, via Cambridge","Church Luke Wesley","1874","British","Chadwyck",0.9525
"514.txt","Greymore : a story of country life","Church, A. B., Mrs.","1860","British","Chadwyck",0.9475
"515.txt","Measure for measure. : A novel. By the author of ""Greymore."" In three volumes","Church, A. B., Mrs.","1862","British","Chadwyck",0.9557
"516.txt","The atrocities of a convent, or, The necessity of thinking for ourselves : exemplified in the history of a nun","Citizen of the world","1808","British","Chadwyck",0.9584
"517.txt","The champion of virtue, by the editor of the Phœnix","Clara Reeve","1777","British","Chadwyck",0.8047
"518.txt","The Old English Baron","Clara Reeve","1851","British","Chadwyck",0.8996
"519.txt","A child of the menhir : a novel","Clare, Austin","1882","British","Chadwyck",0.9549
"52.txt","The forest of St. Bernardo","Ann Mary Hamilton","1806","British","Chadwyck",0.8389
"520.txt","Everard Graham, from The Literary and Miscellaneous Scrap Book
[W. Fields, Jr., comp.] [nos. 956-957] (1833)","Clark, Willis Gaylord","1824.5","American","Chadwyck",0.9751
"521.txt","The Literary Remains of the Late Willis Gaylord Clark,
Including the Ollapodiana Papers, The Spirit of Life, and a
Selection from His Various Prose and Poetical Writings [ed. Lewis
Gaylord Clark] (1844)","Clark, Willis Gaylord","1824.5","American","Chadwyck",0.975
"522.txt","Love's loyalty","Clarke Cecil","1890","British","Chadwyck",0.9633
"523.txt","A box for the season : a sporting sketch","Clarke, Charles","1864","British","Chadwyck",0.9495
"524.txt","Charlie Thornhill; or, The dunce of the family, a novel","Clarke, Charles","1863","British","Chadwyck",0.955
"525.txt","Crumbs from a sportsman's table","Clarke, Charles","1865","British","Chadwyck",0.9532
"526.txt","Lord Falconberg's heir : a novel","Clarke, Charles","1868","British","Chadwyck",0.9436
"527.txt","The Beauclercs : father and son : a novel","Clarke, Charles","1867","British","Chadwyck",0.9353
"528.txt","The flying scud. A sporting novel","Clarke, Charles","1867","British","Chadwyck",0.9405
"529.txt","Which is the winner? or, The first gentleman of his family","Clarke, Charles","1864","British","Chadwyck",0.9534
"53.txt","Ada Moore's story : a novel","Anonymous","1867","British","Chadwyck",0.9379
"530.txt","Cruel fortune : in three volumes","Clayton, Ellen Creathorne","1865","British","Chadwyck",0.9456
"531.txt","The castle of Santa Fe, by [the] author of Jealousy; or, The dreadful mistake.4 vols","Cleeve","1805","British","Chadwyck",0.9085
"532.txt","A rich man's relatives","Cleland Robert","1885","British","Chadwyck",0.9466
"533.txt","Can it be true?","Cliffe, Francis Henry","1887","British","Chadwyck",0.9611
"534.txt","Aunt Anne","Clifford, Mrs. W. K.","1892","British","Chadwyck",0.9792
"535.txt","Marjory : a study","Clutton Brock Ellen","1880","British","Chadwyck",0.9604
"536.txt","The burden of Isabel","Cobban, James Maclaren","1893","British","Chadwyck",0.9464
"537.txt","Freston Tower, or, The early days of Cardinal Wolsey","Cobbold Richard 1797 1877","1850","British","Chadwyck",0.9619
"538.txt","Zenon : an historical narrative of the early days of Christianity","Cobbold Richard 1797 1877","1847","British","Chadwyck",0.9398
"539.txt","Stanley Thorn","Cockton Henry 1807 1853","1841","British","Chadwyck",0.9581
"54.txt","Aggesden vicarage : or Bridget Storey's first charge. A tale for the young. In two volumes","Anonymous","1859","British","Chadwyck",0.9629
"540.txt","A will and a way","Coke Henry J Henry John 1827 1916","1858","British","Chadwyck",0.9563
"541.txt","High and low; or, Life's chances and changes","Coke Henry J Henry John 1827 1916","1854","British","Chadwyck",0.9634
"542.txt","Hope : a story of chequered life","Cole Alfred Whaley fl 1852 1896","1853","British","Chadwyck",0.9572
"543.txt","The rival queens : a story of the modern stage","Coleman John d 1904","1887","British","Chadwyck",0.9639
"544.txt","An English squire : a novel","Coleridge, Christabel Rose","1881","British","Chadwyck",0.9572
"545.txt","Hugh Crichton's romance","Coleridge, Christabel Rose","1875","British","Chadwyck",0.9408
"546.txt","Wayflete","Coleridge, Christabel Rose","1893","British","Chadwyck",0.962
"547.txt","The King with Two Faces: By M. E. Coleridge [etc.]","Coleridge, Mary E. (Mary Elizabeth)","1897","British","Chadwyck",0.9736
"548.txt","Sackville chase","Collins Charles James 1820 1864","1863","British","Chadwyck",0.9311
"549.txt","The man in chains","Collins Charles James 1820 1864","1864","British","Chadwyck",0.9424
"55.txt","Alexena; or, The castle of Santa Marco, a romance ... Embellished with engravings ..","Anonymous","1817","British","Chadwyck",0.912
"550.txt","Juliet's lovers","Collins Mabel 1851 1927","1893","British","Chadwyck",0.9649
"551.txt","Marquis and merchant","Collins Mortimer 1827 1876","1871","British","Chadwyck",0.9434
"552.txt","Miranda : a midsummer madness","Collins Mortimer 1827 1876","1873","British","Chadwyck",0.9456
"553.txt","Sweet Anne Page","Collins Mortimer 1827 1876","1868","British","Chadwyck",0.9299
"554.txt","The village comedy","Collins Mortimer 1827 1876","1878","British","Chadwyck",0.9469
"555.txt","At the bar : a tale","Collins, Charles Allston","1866","British","Chadwyck",0.9411
"556.txt","A broken lily","Collins, Frances Cotton","1882","British","Chadwyck",0.9681
"557.txt","After dark","Collins, Wilkie","1856","British","Chadwyck",0.9508
"558.txt","Antonina, or, The fall of Rome. : A romance of the fifth century.","Collins, Wilkie","1850","British","Chadwyck",0.9643
"559.txt","Armadale. By Wilkie Collins. With Twenty Illustrations by George H. Thomas. In Two Volumes. Third Edition","Collins, Wilkie","1866","British","Chadwyck",0.9694
"56.txt","Amat : a novel","Anonymous","1881","British","Chadwyck",0.9632
"560.txt","Basil : a story of modern life","Collins, Wilkie","1852","British","Chadwyck",0.9691
"561.txt","Blind love","Collins, Wilkie","1890","British","Chadwyck",0.9317
"562.txt","Heart and science; a story of the present time","Collins, Wilkie","1883","British","Chadwyck",0.9604
"563.txt","""I say no.""","Collins, Wilkie","1884","British","Chadwyck",0.9245
"564.txt","Jezebel's daughter","Collins, Wilkie","1880","British","Chadwyck",0.9492
"565.txt","Man and Wife. A Novel. By Wilkie Collins. In Three Volumes","Collins, Wilkie","1870","British","Chadwyck",0.9633
"566.txt","My miscellanies","Collins, Wilkie","1863","British","Chadwyck",0.9549
"567.txt","No Name. By Wilkie Collins ... In Three Volumes","Collins, Wilkie","1862","British","Chadwyck",0.9678
"568.txt","Poor Miss Finch : a novel","Collins, Wilkie","1872","British","Chadwyck",0.9558
"569.txt","The black robe","Collins, Wilkie","1881","British","Chadwyck",0.9439
"57.txt","Anderida; or, the Briton and the Saxon, A.D. CCCCXLI","Anonymous","1875","British","Chadwyck",0.9595
"570.txt","The dead secret","Collins, Wilkie","1857","British","Chadwyck",0.9494
"571.txt","The evil genius : a domestic story","Collins, Wilkie","1886","British","Chadwyck",0.959
"572.txt","The frozen deep. And other stories","Collins, Wilkie","1874","British","Chadwyck",0.9526
"573.txt","The law and the lady; a novel","Collins, Wilkie","1875","British","Chadwyck",0.9641
"574.txt","The legacy of Cain","Collins, Wilkie","1889","British","Chadwyck",0.9522
"575.txt","The Moonstone. A Romance. By Wilkie Collins ... In Three Volumes","Collins, Wilkie","1868","British","Chadwyck",0.9715
"576.txt","The new Magdalen : a novel","Collins, Wilkie","1873","British","Chadwyck",0.9674
"577.txt","The Queen of Hearts","Collins, Wilkie","1859","British","Chadwyck",0.9691
"578.txt","The two destinies : a romance","Collins, Wilkie","1876","British","Chadwyck",0.9479
"579.txt","The Woman in White. By Wilkie Collins ... In Three Volumes. New Edition","Collins, Wilkie","1859","British","Chadwyck",0.9697
"58.txt","Antipodes, or, the new existence : a tale of real life","Anonymous","1855","British","Chadwyck",0.9729
"580.txt","A daughter of music","Colmore, Gertrude","1894","British","Chadwyck",0.9712
"581.txt","For king and Kent (1648); a true story of the great rebellion","Colomb Colonel George Hatton","1882","British","Chadwyck",0.9525
"582.txt","Maurice, the Elector of Saxony : an historical romance of the sixteenth century","Colquhoun Katharine","1844","British","Chadwyck",0.9418
"583.txt","Mr. Bryant's mistake","Colvill Helen Hester","1890","British","Chadwyck",0.963
"584.txt","The Princess Royal","Colvill Helen Hester","1894","British","Chadwyck",0.9708
"585.txt","A dreamer","Colvill, Helen Hester","1880","British","Chadwyck",0.963
"586.txt","Arnold Robur; a novel","Combe, Martin","1886","British","Chadwyck",0.9612
"587.txt","Shattered idols","Combermere Viscountess","1865","British","Chadwyck",0.9462
"588.txt","Bound together. Tales","Conway, Hugh","1884","British","Chadwyck",0.9693
"589.txt","A prodigal son","Cook, Dutton","1863","British","Chadwyck",0.9609
"59.txt","Barnadiston : a tale of the seventeenth century","Anonymous","1834","British","Chadwyck",0.9383
"590.txt","Leo : a novel","Cook, Dutton","1863","British","Chadwyck",0.964
"591.txt","Paul Foster's daughter","Cook, Dutton","1861","British","Chadwyck",0.956
"592.txt","Doctor Vandyke. A Novel. (1872)","Cooke, John Esten","1858","American","Chadwyck",0.9611
"593.txt","Ellie. or, The Human Comedy. (1855)","Cooke, John Esten","1858","American","Chadwyck",0.9555
"594.txt","Fairfax; or, The Master of Greenway Court. A Chronicle of the
Valley of the Shenandoah. (1868)","Cooke, John Esten","1858","American","Chadwyck",0.971
"595.txt","Hammer and Rapier. (1870)","Cooke, John Esten","1858","American","Chadwyck",0.9644
"596.txt","Henry St. John, Gentleman, of Flower of Hundreds, in the County
of Prince George, Virginia. A Tale of 1774-75. (1859)","Cooke, John Esten","1858","American","Chadwyck",0.9762
"597.txt","Her Majesty the Queen, a Novel. (1873)","Cooke, John Esten","1858","American","Chadwyck",0.9722
"598.txt","Hilt to Hilt, or, Days and Nights on the Banks of the
Shenandoah in the Autumn of 1864. (1869)","Cooke, John Esten","1858","American","Chadwyck",0.9703
"599.txt","Justin Harley: A Romance of Old Virginia. (1874)","Cooke, John Esten","1858","American","Chadwyck",0.9553
"6.txt","Crichton. By William Harrison Ainsworth ... With illus. by Hablot K. Browne.","Ainsworth, William","2008-10-06","British","Chadwyck",0.9227
"60.txt","Brimelsea; or, Character the index of fate","Anonymous","1857","British","Chadwyck",0.9678
"600.txt","Leather Stocking and Silk; or, Hunter John Myers and His Times.
A Story of the Valley of Virginia. (1854)","Cooke, John Esten","1858","American","Chadwyck",0.9648
"601.txt","Mohun; or, The Last Days of Lee and His Paladins. Final Memoirs
of aStaff Officer Serving in Virginia. From the Mss. of Colonel
Surry, ofEagle's Nest. (1869)","Cooke, John Esten","1858","American","Chadwyck",0.9641
"602.txt","Out of the Foam. A Novel. (1871)","Cooke, John Esten","1858","American","Chadwyck",0.9652
"603.txt","Pretty Mrs. Gaston, and Other Stories. (1874)","Cooke, John Esten","1858","American","Chadwyck",0.9623
"604.txt","Surry of Eagles Nest; or, The Memoirs of a Staff Officer
Serving in Virginia. (1866)","Cooke, John Esten","1858","American","Chadwyck",0.9651
"605.txt","The Last of the Foresters; or, Humors on the Border. A Story of
the Old Virginia Frontier. (1856)","Cooke, John Esten","1858","American","Chadwyck",0.9638
"606.txt","The Youth of Jefferson; or, A Chronicle of College Scrapes at
Williamsburg, in Virginia, A.D. 1764. (1854)","Cooke, John Esten","1858","American","Chadwyck",0.9504
"607.txt","The High Mills","Cooper, Katherine","1875","British","Chadwyck",0.9422
"608.txt","Wise saws and modern instances.","Cooper, Thomas","2008-09-08","British","Chadwyck",0.9435
"609.txt","Tales and legends","Corbett M","1828","British","Chadwyck",0.9445
"61.txt","Clara Harrington : a domestic tale ..","Anonymous","1852","British","Chadwyck",0.9532
"610.txt","A romance of two worlds : a novel","Corelli, Marie","1886","British","Chadwyck",0.9652
"611.txt","Ardath : the story of a dead self","Corelli, Marie","1889","British","Chadwyck",0.9582
"612.txt","Barabbas : a dream of the world's tragedy","Corelli, Marie","1893","British","Chadwyck",0.9761
"613.txt","The soul of Lilith","Corelli, Marie","1892","British","Chadwyck",0.9621
"614.txt","Thelma : a society novel","Corelli, Marie","1887","British","Chadwyck",0.953
"615.txt","Wormwood : a drama of Paris","Corelli, Marie","1890","British","Chadwyck",0.9616
"616.txt","East and West, or, Once upon a time","Corkran, John Frazer","1861","British","Chadwyck",0.9548
"617.txt","Northwode priory","Cornish Miss","1857","British","Chadwyck",0.9554
"618.txt","Alcestis","Cornish, Blanche Warre","1873","British","Chadwyck",0.9523
"619.txt","Wreck and ruin: or, Modern society","Cornwallis Kinahan 1839 1917","1859","British","Chadwyck",0.9563
"62.txt","Eustace Fitz-Richard. A tale of the Barons' wars","Anonymous","1826","British","Chadwyck",0.9393
"620.txt","Elizabeth; or, The exiles of Siberia; a tale founded upon facts. Tranlated from the French of Madame Cottin.","Cottin, Madame (Sophie)","2008-10-21","British","Chadwyck",0.9411
"621.txt","My eldest brother : a tale by the author of ""Our farm of four acres.""","Coulton Miss","1861","British","Chadwyck",0.9582
"622.txt","A romance of Regent Street : a novel","Cox Anne","1881","British","Chadwyck",0.9529
"623.txt","The Camisard, or, The Protestants of Languedoc : a tale","Coxe, Frances Clare Adeline","1825","British","Chadwyck",0.9539
"624.txt","The long lane","Coxon Ethel","1886","British","Chadwyck",0.9331
"625.txt","Adventures of a guardsman. By Charles Cozens.","Cozens, Charles","2008-10-28","British","Chadwyck",0.9472
"626.txt","The Sayings of Dr. Bushwhacker, and Other Learned Men.
(1867)","Cozzens, Frederic S. (Frederic Swartwout)","1843.5","American","Chadwyck",0.9571
"627.txt","The Sparrowgrass Papers; or, Living in the Country. (1856)","Cozzens, Frederic S. (Frederic Swartwout)","1843.5","American","Chadwyck",0.9697
"628.txt","A noble life","Craik, Dinah Maria Mulock","1866","British","Chadwyck",0.9535
"629.txt","Agatha's husband; a novel","Craik, Dinah Maria Mulock","1853","British","Chadwyck",0.946
"63.txt","Eva Desmond, or, Mutation","Anonymous","1858","British","Chadwyck",0.9606
"630.txt","Avillion and other tales","Craik, Dinah Maria Mulock","1853","British","Chadwyck",0.9625
"631.txt","Cola monti, or, The story of a genius / by the author of ""John Halifax,gentleman,"" ""The half-caste,"" & c.","Craik, Dinah Maria Mulock","2008-08-22","British","Chadwyck",0.9546
"632.txt","Mistress and maid","Craik, Dinah Maria Mulock","1863","British","Chadwyck",0.9578
"633.txt","Nothing new. Tales","Craik, Dinah Maria Mulock","1857","British","Chadwyck",0.9627
"634.txt","Olive. A novel. By the author of ""John Halifax, gentleman.""","Craik, Dinah Maria Mulock","2008-10-21","British","Chadwyck",0.9603
"635.txt","Romantic tales /  by the author of ""John Halifax, gentleman.""","Craik, Dinah Maria Mulock","2008-08-22","British","Chadwyck",0.9545
"636.txt","The Ogilvies. A novel ..","Craik, Dinah Maria Mulock","1849","British","Chadwyck",0.9517
"637.txt","The unkind word, and other stories","Craik, Dinah Maria Mulock","1870","British","Chadwyck",0.964
"638.txt","Diana","Craik, Georgiana Marion","1889","British","Chadwyck",0.9712
"639.txt","Dorcas","Craik, Georgiana Marion","1879","British","Chadwyck",0.9635
"64.txt","False positions, or, Sketches of character","Anonymous","1863","British","Chadwyck",0.9453
"640.txt","Godfrey Helstone, a novel","Craik, Georgiana Marion","1884","British","Chadwyck",0.9629
"641.txt","Patience Holt","Craik, Georgiana Marion","1891","British","Chadwyck",0.981
"642.txt","Riverston","Craik, Georgiana Marion","1857","British","Chadwyck",0.9623
"643.txt","Sydney","Craik, Georgiana Marion","1881","British","Chadwyck",0.9716
"644.txt","Anne Severin","Craven, Mme. Augustus","1869","French","Chadwyck",0.9532
"645.txt","Early struggles","Crawford, Mrs. A.","1857","British","Chadwyck",0.9508
"646.txt","The double marriage : a novel","Crawford, Mrs. A.","1852","British","Chadwyck",0.9488
"647.txt","The lady of the bedchamber. : A novel","Crawford, Mrs. A.","1850","British","Chadwyck",0.9466
"648.txt","A wily widow","Cresswell, Henry","1888","British","Chadwyck",0.9533
"649.txt","Cancelled bonds","Cresswell, Henry","1895","British","Chadwyck",0.9532
"65.txt","The actress of the present day ..","Anonymous","1817","British","Chadwyck",0.9437
"650.txt","Fair and free","Cresswell, Henry","1882","British","Chadwyck",0.9557
"651.txt","Salvador, or, Baron de Montbelliard","Croffts","1801","British","Chadwyck",0.7359
"652.txt","A bird of passage. :","Croker, Bithia Mary","1887","British","Chadwyck",0.9577
"653.txt","Interference :","Croker, Bithia Mary","1891","British","Chadwyck",0.9363
"654.txt","Married or single?","Croker, Bithia Mary","1895","British","Chadwyck",0.9557
"655.txt","Mr. Jervis","Croker, Bithia Mary","1894","British","Chadwyck",0.9433
"656.txt","Proper pride : a novel","Croker, Bithia Mary","1882","British","Chadwyck",0.9576
"657.txt","Tales of the Great St. Bernard","Croly George 1780 1860","1828","British","Chadwyck",0.9632
"658.txt","Bay Ronald","Crommelin, May","1893","British","Chadwyck",0.9555
"659.txt","Dust before the wind : A novel by May Crommelin In two volumes","Crommelin, May","1894","British","Chadwyck",0.9695
"66.txt","The adulteress ; or, anecdotes of two noble families : a tale","Anonymous","1810","British","Chadwyck",0.9403
"660.txt","In the west countrie","Crommelin, May","1883","British","Chadwyck",0.9623
"661.txt","Love, the pilgrim","Crommelin, May","1886","British","Chadwyck",0.9431
"662.txt","Miss Daisy Dimity","Crommelin, May","1881","British","Chadwyck",0.9511
"663.txt","Violet Vyvian M.F.H :","Crommelin, May","1889","British","Chadwyck",0.9473
"664.txt","North of the Tweed, or, Lorance Langton: his life, incidents, and adventures in Scotland","Crowberry Daniel","1867","British","Chadwyck",0.9538
"665.txt","Today in Ireland","Crowe Eyre Evans 1799 1868","1825","British","Chadwyck",0.9429
"666.txt","Yesterday in Ireland","Crowe Eyre Evans 1799 1868","1829","British","Chadwyck",0.9414
"667.txt","Light and darkness : or, The mysteries of life","Crowe, Catherine","1850","British","Chadwyck",0.9596
"668.txt","Linny Lockwood ..","Crowe, Catherine","1854","British","Chadwyck",0.9491
"669.txt","The story of Lilly Dawson / by Mrs. Crowe.","Crowe, Catherine","2008-10-06","British","Chadwyck",0.9633
"67.txt","The adventurers : or, Scenes in Ireland, in the reign of Elizabeth","Anonymous","1825","British","Chadwyck",0.9243
"670.txt","Geraldine of Desmond, or, Ireland in the reign of Elizabeth : an historical romance","Crumpe Miss","1829","British","Chadwyck",0.9419
"671.txt","Isabel St. Albe, or Vice and virtue: a novel","Crumpe Miss","1823","British","Chadwyck",0.9282
"672.txt","Home. A novel","Cullen Margaret","1802","British","Chadwyck",0.9185
"673.txt","The haunted priory; or, The fortunes of the house of Rayo : a romance founded principally on historical facts","Cullen Stephen","1796","British","Chadwyck",0.841
"674.txt","John de Lancaster. A novel","Cumberland Richard 1732 1811","1809","British","Chadwyck",0.9425
"675.txt","El Fureidis. (1860)","Cummins, Maria S. (Maria Susanna)","1846.5","American","Chadwyck",0.9694
"676.txt","Haunted Hearts. (1864)","Cummins, Maria S. (Maria Susanna)","1846.5","American","Chadwyck",0.9706
"677.txt","Mabel Vaughan. (1857)","Cummins, Maria S. (Maria Susanna)","1846.5","American","Chadwyck",0.9715
"678.txt","The Lamplighter. (1854)","Cummins, Maria S. (Maria Susanna)","1846.5","American","Chadwyck",0.977
"679.txt","A wandering star","Cuninghame Caroline Madelina Fairlie","1892","British","Chadwyck",0.9617
"68.txt","The confessor : a novel, in three volumes","Anonymous","1851","British","Chadwyck",0.9638
"680.txt","Paul Jones : a romance","Cunningham Allan 1784 1842","1826","British","Chadwyck",0.9575
"681.txt","Sir Michael Scott : a romance","Cunningham Allan 1784 1842","1828","British","Chadwyck",0.9702
"682.txt","Traditional tales of the English and Scottish peasantry","Cunningham Allan 1784 1842","1822","British","Chadwyck",0.9547
"683.txt","Chronicles of Dustypore; a tale of modern Anglo-Indian society","Cunningham, Sir Henry Stewart","1875","British","Chadwyck",0.9531
"684.txt","Sibylla","Cunningham, Sir Henry Stewart","1894","British","Chadwyck",0.9609
"685.txt","The Cruleans : a vacation idyll","Cunningham, Sir Henry Stewart","1887","British","Chadwyck",0.9609
"686.txt","The Heriots","Cunningham, Sir Henry Stewart","1890","British","Chadwyck",0.9633
"687.txt","John of England, an historical romance ..","Curling Henry 1803 1864","1846","British","Chadwyck",0.955
"688.txt","Shakspere: the poet, the lover, the actor, the man. A romance","Curling Henry 1803 1864","1848","British","Chadwyck",0.9499
"689.txt","Norman Abbey : a tale of Sherwood Forest","Cursham Mary Anne","1832","British","Chadwyck",0.9465
"69.txt","The Convent of Notre Dame : or, Jeannette","Anonymous","1807","British","Chadwyck",0.8048
"690.txt","A game of chance : A novel","Curtis Ella J","1889","British","Chadwyck",0.9648
"691.txt","Trumps: A Novel. (1861)","Curtis, George William","1858","American","Chadwyck",0.976
"692.txt","The romance of a country : A masque by M.A. Curtois","Curtois Margaret Anne","1893","British","Chadwyck",0.9519
"693.txt","Tracked : A story in two volumes","Curtois Margaret Anne","1887","British","Chadwyck",0.9728
"694.txt","Lady Bluebeard","Curwen Henry 1845 1892","1888","British","Chadwyck",0.9611
"695.txt","Delamere : a novel","Curzon, G.","1886","British","Chadwyck",0.946
"696.txt","Adelaide: or, The countercharm. A novel ..","Cuthbertson Catherine","1813","British","Chadwyck",0.925
"697.txt","Forest of Montalbano : a novel","Cuthbertson Catherine","1810","British","Chadwyck",0.9141
"698.txt","Romance of the Pyrenees ..","Cuthbertson Catherine","1803","British","Chadwyck",0.9159
"699.txt","Santo Sebastiano, or, The young protector : a novel","Cuthbertson Catherine","1814","British","Chadwyck",0.9216
"7.txt","Guy Fawkes, or, The gunpowder treason : an historical romance","Ainsworth, William","1841","British","Chadwyck",0.9418
"70.txt","The count, or, Sublinary life","Anonymous","1848","British","Chadwyck",0.9368
"700.txt","The hut and the castle : a romance","Cuthbertson Catherine","1823","British","Chadwyck",0.936
"701.txt","Glamour : a novel","D Avigdor Elim Henry 1841 1895","1885","British","Chadwyck",0.9645
"702.txt","Zofloya; or, The Moor: A Romance of the Fifteenth Century","Dacre, Charlotte","1806","British","Chadwyck",0.9702
"703.txt","The knights: tales illustrative of the marvellous","Dallas Robert Charles 1754 1824","1808","British","Chadwyck",0.8196
"704.txt","The Livingstones : a story of real life","Dalrymple J Elphinstone Mrs","1851","British","Chadwyck",0.9593
"705.txt","The invisible gentleman","Dalton James fl 1831 1836","1833","British","Chadwyck",0.96
"706.txt","The maiden's talisman : and other strange tales","Dalton James fl 1831 1836","1834","British","Chadwyck",0.9603
"707.txt","Belmour: a novel","Damer, Lady Anne Seymour Conway","1801","British","Chadwyck",0.7918
"708.txt","Elsie's married life : a tale","Daniel Mrs Robert Mackenzie","1865","British","Chadwyck",0.9578
"709.txt","Fernley Manor : a novel","Daniel Mrs Robert Mackenzie","1851","British","Chadwyck",0.9574
"71.txt","The curse of Ulrica; or The white cross knights of Riddarholmen : A Swedish romance of the sixteenth century ..","Anonymous","1815","British","Chadwyck",0.9183
"710.txt","Gertrude Cameron : a novel","Daniel Mrs Robert Mackenzie","1853","British","Chadwyck",0.9505
"711.txt","Reaping the whirlwind. A novel. : In three volumes","Daniel Mrs Robert Mackenzie","1864","British","Chadwyck",0.9686
"712.txt","The student's wife : a novel","Daniel Mrs Robert Mackenzie","1852","British","Chadwyck",0.9476
"713.txt","Tried in the fire. A tale : In three volumes.","Daniel Mrs Robert Mackenzie","1860","British","Chadwyck",0.9602
"714.txt","The gentleman in debt; a novel","Daunt William J O Neill 1807 1894","1851","British","Chadwyck",0.9437
"715.txt","The wife hunter ; and, Flora Douglas : tales","Daunt William J O Neill 1807 1894","1838","British","Chadwyck",0.9447
"716.txt","The hypocrite; or, The modern Janus. A novel ..","Davenport Selina","1814","British","Chadwyck",0.9272
"717.txt","The sons of the viscount and the daughters of the earl. A novel, depicting recent scenes in fashionable life","Davenport Selina","1813","British","Chadwyck",0.9361
"718.txt","The green hills by the sea; a Manx story","Davidson Hugh Coleman b 1852","1887","British","Chadwyck",0.9529
"719.txt","The old Adam : a tale of an army crammer","Davidson Hugh Coleman b 1852","1888","British","Chadwyck",0.9528
"72.txt","The Davenels; or, a campaign of fashion in Dublin","Anonymous","1829","British","Chadwyck",0.9351
"720.txt","'Verts, or, The three creeds : a novel","Davies Charles Maurice 1828 1910","1876","British","Chadwyck",0.9589
"721.txt","Frank Raleigh of Watercombe. A tale of sport, love, and adventure","Davies Edward William 1812 1894","1877","British","Chadwyck",0.9553
"722.txt","The Browns and the Smiths : In two volumes","Davies, Christiana Jane","1863","British","Chadwyck",0.9486
"723.txt","The black squire; or, A lady's four wishes. A novel","Davus, Pseud","1879","British","Chadwyck",0.9651
"724.txt","The confessions of a currency girl","Dawe, Carlton","1894","British","Chadwyck",0.9714
"725.txt","The emu's head : a chronicle of Dead man's flat","Dawe, Carlton","1893","British","Chadwyck",0.9777
"726.txt","Princes, public men, and pretty women : episodes in real life","Dawson Flora 1806 1876","1864","British","Chadwyck",0.9645
"727.txt","The Gilberts & their guests : a story of homely English life","Day Julia","1858","British","Chadwyck",0.9632
"728.txt","The microcosm","De Acton Eugenia","1801","British","Chadwyck",0.7938
"729.txt","A family tree","De Fonblanque, Albany","1876","British","Chadwyck",0.9602
"73.txt","The fair Carew, or, Husbands and wives","Anonymous","1851","British","Chadwyck",0.9565
"730.txt","Bad luck: a novel","De Fonblanque, Albany","1877","British","Chadwyck",0.9628
